location,n,hashtag,covid_period,lon,lat
Langley BC,1,Edchat,before,-122.6603519,49.1041779
"Languedoc-Roussillon, France",1,Edchat,before,3.2583626,43.5912356
"Lansing, IL",1,Edchat,before,-87.53893099999999,41.5647575
"Lansing, NY",1,Edchat,before,-76.4799397,42.4842392
"Lansingburgh, NY",1,Edchat,before,-73.66956239999999,42.7845222
"Lantana, TX",1,Edchat,before,-97.11978669999999,33.08371
"Laplace, LA",1,Edchat,before,-90.4800848,30.0665907
LaPrairie,1,Edchat,before,-73.4830021,45.4159003
"Lapwai, Idaho",1,Edchat,before,-116.8048733,46.4048865
"Laramie, Wy",1,Edchat,before,-105.5911007,41.3113669
"Larchmont, NY",1,Edchat,before,-73.75179829999999,40.9278769
"Laredo, TX",1,Edchat,before,-99.5075519,27.5035613
"Larkspur, CA",1,Edchat,before,-122.5352539,37.9340915
"Larksville, PA",1,Edchat,before,-75.9270074,41.263241
"Larned, Kansas 67550",1,Edchat,before,-99.09871299999999,38.18056929999999
LarrySanger.org,1,Edchat,before,NA,NA
"Las Cruces, NM",1,Edchat,before,-106.7636538,32.3199396
Las Vegas & Chitown,1,Edchat,before,-115.1398296,36.1699412
"Las Vegas, Nv",1,Edchat,before,-115.1398296,36.1699412
"Las Vegas, NV & Mesa, AZ",1,Edchat,before,-115.1398296,36.1699412
Lasarte-Oria,1,Edchat,before,-2.0178149,43.2684377
"Latur, Maharashtra",1,Edchat,before,76.5603828,18.4087934
"Launceston, Tasmania",1,Edchat,before,147.1357671,-41.439068
Laurenss@msu.edu,1,Edchat,before,-84.4821719,42.701848
Lausanne,1,Edchat,before,6.6322734,46.5196535
LAUSD,1,Edchat,before,-118.4396756,34.1825782
"Laval, Québec",1,Edchat,before,-73.712409,45.6066487
"Lavallette, East Coast of NJ",1,Edchat,before,-74.0687475,39.9703958
Lawn Guyland,1,Edchat,before,NA,NA
Lawrence,1,Edchat,before,NA,NA
"Lawrence, Kansas",1,Edchat,before,-95.2352501,38.9716689
"Lawrenceburg, IN",1,Edchat,before,-84.8499504,39.090891
Lawton  OK,1,Edchat,before,-98.39592909999999,34.6035669
"Layton, UT",1,Edchat,before,-111.9710529,41.0602216
"LDPS, Lakefield, Ontario",1,Edchat,before,-78.27883779999999,44.4197663
"Le Roy, NY",1,Edchat,before,-77.9841776,42.9783944
"League City, TX",1,Edchat,before,-95.0949303,29.5074538
Learnandgrowwithmrsv.com,1,Edchat,before,NA,NA
Learning all the time!,1,Edchat,before,NA,NA
"Leavenworth, WA",1,Edchat,before,-120.6614765,47.5962326
lebanon,1,Edchat,before,35.862285,33.854721
Lebanon on hold,1,Edchat,before,35.862285,33.854721
"Lebanon, MO",1,Edchat,before,-92.6637865,37.6805967
"Lebanon, PA",1,Edchat,before,-76.4113497,40.3409251
"Lebleu Settlement, LA",1,Edchat,before,-93.08246840000001,30.2751511
"Lecanto, Florida",1,Edchat,before,-82.4875981,28.85164859999999
"LeClaire, Iowa",1,Edchat,before,-90.3462215,41.5975061
Lecturer in Philosophy UCL IoE,1,Edchat,before,-0.1279417,51.5229371
"Ledro, Trentino-Alto Adige",1,Edchat,before,10.7321478,45.8765359
"Leduc, Alberta",1,Edchat,before,-113.5527441,53.2646889
"Lee, MA",1,Edchat,before,-73.2481951,42.3042151
"Lee, NH",1,Edchat,before,-71.0120127,43.12224399999999
Leeds University,1,Edchat,before,-1.5550328,53.8066815
"Leeds, United Kingdom",1,Edchat,before,-1.5490774,53.8007554
Leerdam,1,Edchat,before,5.096927,51.8943133
"Leesburg,VA",1,Edchat,before,-77.5645323,39.1154523
"Lehi, Utah",1,Edchat,before,-111.8507662,40.3916172
"Lehigh valley, PA",1,Edchat,before,-75.50437610000002,40.58336389999999
"Leicester, MA",1,Edchat,before,-71.90868429999999,42.245926
Leicestershire & Portsmouth,1,Edchat,before,-1.2052126,52.772571
"Leiden, Nederland",1,Edchat,before,4.4970097000000004,52.1601144
"Leiden, The Netherlands",1,Edchat,before,4.4970097000000004,52.1601144
"Leipzig, Germany",1,Edchat,before,12.3730747,51.3396955
"Lekki, Lagos",1,Edchat,before,3.5851718,6.4698419
"Lekwungen + W̱SÁNEĆ Territory | Victoria, B.C.",1,Edchat,before,-123.4194732,48.4450693
Lekwungen Territory,1,Edchat,before,NA,NA
Lekwungen Territory (Victoria),1,Edchat,before,-123.3656444,48.4284207
"Leland/Wilmington, NC",1,Edchat,before,-78.03432120000001,34.2293803
"Lemon Cove, CA",1,Edchat,before,-119.0314451,36.3748689
"Lemont, IL",1,Edchat,before,-88.0017261,41.673642
"Lemoyne, PA",1,Edchat,before,-76.89414029999999,40.2412008
Lenape | Shawnee Homeland,1,Edchat,before,NA,NA
Lenape and Wappinger land,1,Edchat,before,NA,NA
Lenape/Lekawe Land (Nassau/NY),1,Edchat,before,-73.61011590000001,42.51591450000001
"Lenape/Nanticoke Land, DE, USA",1,Edchat,before,-75.1599794,38.5570918
LenapeLand-Lahore-Schwäb.Gmünd,1,Edchat,before,74.35874729999999,31.5203696
"Lenexa, Kansas",1,Edchat,before,-94.73357089999999,38.9536174
"Lenexa, KS",1,Edchat,before,-94.73357089999999,38.9536174
Lenni Lenape Lands in PA,1,Edchat,before,-77.1945247,41.2033216
"Leominster, England",1,Edchat,before,-2.742772,52.2257
Leon County Florida,1,Edchat,before,-84.1857115,30.4906177
Let’s work together 👉🏿,1,Edchat,before,NA,NA
Lethbridge Alberta,1,Edchat,before,-112.8451365,49.6955856
"Lethbridge, AB",1,Edchat,before,-112.8451365,49.6955856
"Levittown, NY",1,Edchat,before,-73.51429209999999,40.7259336
"Lewes, England",1,Edchat,before,0.00878,50.87387200000001
"Lewis Center, OH",1,Edchat,before,-83.0100987,40.1983884
"Lewiston, NY",1,Edchat,before,-79.0358782,43.1725552
Lewisville ISD,1,Edchat,before,-96.9853474,33.0409218
"Lewisville, NC",1,Edchat,before,-80.4192216,36.0970819
Lexington KY,1,Edchat,before,-84.5037164,38.0405837
Lexington MA,1,Edchat,before,-71.2271531,42.4473497
"Lexington-Richland 5️⃣ SC, USA",1,Edchat,before,-81.2362107,33.9815369
"Lexington,  KY",1,Edchat,before,-84.5037164,38.0405837
"lexington, kentucky",1,Edchat,before,-84.5037164,38.0405837
"Lexington, Massachusetts, USA",1,Edchat,before,-71.2271531,42.4473497
"Lexington, USA",1,Edchat,before,-84.5037164,38.0405837
"Lexington, VA",1,Edchat,before,-79.4428157,37.78402080000001
"Lexington,KY",1,Edchat,before,-84.5037164,38.0405837
lək̓ʷəŋən Territory,1,Edchat,before,NA,NA
"LI, NY",1,Edchat,before,-73.13496099999999,40.789142
"Liberal, MO",1,Edchat,before,-94.51995529999999,37.5581024
Liberland,1,Edchat,before,NA,NA
"Liberty Township, OH",1,Edchat,before,-84.40943589999999,39.401514
"Libertyville, IL Tweets=Mine",1,Edchat,before,-87.9531303,42.2830786
Lichfield,1,Edchat,before,-1.831672,52.681602
"Ligonier, PA",1,Edchat,before,-79.2375325,40.2431278
"Lihue, Hawaii",1,Edchat,before,-159.3711111,21.9811111
likely in the USA,1,Edchat,before,-95.712891,37.09024
"Lilburn, GA",1,Edchat,before,-84.14297189999999,33.8901036
Lima-Perú,1,Edchat,before,-77.042754,-12.0463731
"Lima, NY",1,Edchat,before,-77.6192447,42.8975076
Limerick,1,Edchat,before,-8.6267343,52.6638367
"Limerick, PA, USA",1,Edchat,before,-75.5393155,40.2383606
"Lincoln, England and UK",1,Edchat,before,-0.1601246,52.9451889
"Lincolnshire, IL",1,Edchat,before,-87.9084039,42.1900249
"Linglestown, PA",1,Edchat,before,-76.7891375,40.33397739999999
LinkedIn : DrAllanJohnston,1,Edchat,before,NA,NA
"Lipova, Arad, Romania",1,Edchat,before,21.6950506,46.0887169
"Lisle, IL",1,Edchat,before,-88.0747875,41.801141
"Lismore, New South Wales",1,Edchat,before,153.287891,-28.80943079999999
"Listowel, Ontario, Canada",1,Edchat,before,-80.95146980000001,43.7334165
"Lithonia, GA",1,Edchat,before,-84.1051939,33.7123305
Lithuania,1,Edchat,before,23.881275,55.169438
"Lititz, PA USA",1,Edchat,before,-76.3069014,40.1573169
"Little Egg Harbor, NJ",1,Edchat,before,-74.31923499999999,39.6204823
"Little Rock, Ar",1,Edchat,before,-92.2880157,34.7444618
"Littlestown, PA",1,Edchat,before,-77.0880385,39.744544
"Littleton, Colorado",1,Edchat,before,-105.0166498,39.613321
"Littleton, NH",1,Edchat,before,-71.7701237,44.3061628
Live Oak Elementary,1,Edchat,before,-83.928192,33.5924916
"Live Oak, FL",1,Edchat,before,-82.98402000000002,30.2949457
Liverpool L4(LFC),1,Edchat,before,-2.9579552,53.4377915
"Liverpool, Dublin, (sometimes Cork & Chicago) Instagram: gillianmobrien",1,Edchat,before,-6.2603097,53.3498053
"Liverpool, England. Freetown, Sierra Leone.",1,Edchat,before,-13.2369954,8.485696
"Liverpool, NY",1,Edchat,before,-76.21770459999999,43.106456
"Lives in PA, Works in D.C.",1,Edchat,before,-77.0368707,38.9071923
Living in a VUCA world!,1,Edchat,before,NA,NA
"Living in Qatar, From USA",1,Edchat,before,51.183884,25.354826
Living My Dreams - N. CA,1,Edchat,before,-119.4179324,36.778261
Livingston,1,Edchat,before,-74.3300842,40.7862871
"Livingston, NJ",1,Edchat,before,-74.3300842,40.7862871
"Livingston,TX",1,Edchat,before,-94.9330202,30.7110216
"Livonia, MI",1,Edchat,before,-83.35270969999999,42.36837
Lloydminster Alberta,1,Edchat,before,-110.0061451,53.2779625
LMS,1,Edchat,before,NA,NA
Local Coffee Shop,1,Edchat,before,NA,NA
"Local, Global, Digital",1,Edchat,before,NA,NA
local. global. digital.,1,Edchat,before,NA,NA
"Locarno, Switzerland",1,Edchat,before,8.7942643,46.16699879999999
Location Independent,1,Edchat,before,NA,NA
LOCATION? - In Your Head,1,Edchat,before,NA,NA
"Lockhart, Tx",1,Edchat,before,-97.6699996,29.8849441
"Lockport, NY",1,Edchat,before,-78.6903098,43.1706128
"Lockwood, MT",1,Edchat,before,-108.414855,45.81912029999999
"Lodhi Road, New Delhi",1,Edchat,before,77.2280791,28.5910626
"Lodi, CA",1,Edchat,before,-121.2722194,38.1341477
"Logan, QLD",1,Edchat,before,153.0618566,-27.7749944
"Logan, Utah, USA",1,Edchat,before,-111.8338359,41.7369803
"Lombard, IL",1,Edchat,before,-88.00784349999999,41.8800296
Lombardia,1,Edchat,before,9.8452433,45.47906709999999
lon,1,Edchat,before,NA,NA
"Lonavala, India",1,Edchat,before,73.4090757,18.7557237
London - New York - Sydney,1,Edchat,before,151.2092955,-33.8688197
"London , Islamabad",1,Edchat,before,-0.1275862,51.5072178
London / World,1,Edchat,before,-0.1275862,51.5072178
London & Dublin,1,Edchat,before,-0.1275862,51.5072178
London & Kent,1,Edchat,before,-0.1275862,51.5072178
London +44 (0) 203 194 3200,1,Edchat,before,-0.1275862,51.5072178
London and Hove,1,Edchat,before,-0.1275862,51.5072178
London and Moscow,1,Edchat,before,37.6173,55.755826
"London and Suffolk, UK",1,Edchat,before,-0.1275862,51.5072178
London and Tokyo,1,Edchat,before,-0.1275862,51.5072178
London and worldwide,1,Edchat,before,-0.1275862,51.5072178
London Canada,1,Edchat,before,-81.2452768,42.9849233
"London E17, UK",1,Edchat,before,-0.0176415,51.5833755
London Ontario,1,Edchat,before,-81.2452768,42.9849233
London SE21,1,Edchat,before,-0.08488609999999999,51.4388026
london UK,1,Edchat,before,-0.1275862,51.5072178
London via Dublin,1,Edchat,before,-0.1275862,51.5072178
"London, Bristol, Dubai",1,Edchat,before,-0.1275862,51.5072178
"London, England, UK",1,Edchat,before,-0.1275862,51.5072178
"London, England.",1,Edchat,before,-0.1275862,51.5072178
"London, ON   CANADA",1,Edchat,before,-81.2452768,42.9849233
"London, ON, CANADA 🇨🇦",1,Edchat,before,-81.2452768,42.9849233
"London, ON.",1,Edchat,before,-81.2452768,42.9849233
"london, ontario",1,Edchat,before,-81.2452768,42.9849233
"london, ontario, canada",1,Edchat,before,-81.2452768,42.9849233
"London, SE1 8QW",1,Edchat,before,-0.1055759,51.50087509999999
"London, U.K.",1,Edchat,before,-0.1275862,51.5072178
London/Athens,1,Edchat,before,-0.1275862,51.5072178
"London/Kent, UK",1,Edchat,before,-0.1275862,51.5072178
"Londonderry, New Hampshire",1,Edchat,before,-71.3739272,42.86512980000001
"Londonderry, NH",1,Edchat,before,-71.3739272,42.86512980000001
Lone ☆ State,1,Edchat,before,NA,NA
Lone Jack MO,1,Edchat,before,-94.1738345,38.87084189999999
"Long beach, ca",1,Edchat,before,-118.1937395,33.7700504
"Long Grove, IL",1,Edchat,before,-87.99785179999999,42.1783584
"Long Island City, NY",1,Edchat,before,-73.9485424,40.744679
"Long Island,  NY",1,Edchat,before,-73.13496099999999,40.789142
"Long Island, New York USA",1,Edchat,before,-73.13496099999999,40.789142
"Long Island, NY/Las Vegas, NV",1,Edchat,before,-115.165925,36.0237569
"Long Island, USA",1,Edchat,before,-73.13496099999999,40.789142
"Long Island,NY",1,Edchat,before,-73.13496099999999,40.789142
LONG ISLAND•NY•USA•VIRTUAL,1,Edchat,before,-73.13496099999999,40.789142
Longford,1,Edchat,before,-7.7932573,53.7276296
Longview School,1,Edchat,before,NA,NA
"Loogootee, IN",1,Edchat,before,-86.9141695,38.6769945
Loomis Chaffee School,1,Edchat,before,-72.63960999999999,41.844137
Loris SC 29569,1,Edchat,before,-78.89030439999999,34.0562812
"Los Alamitos, CA",1,Edchat,before,-118.0718894,33.8032009
"Los Altos Hills, CA",1,Edchat,before,-122.1374637,37.3796627
"Los Altos, CA",1,Edchat,before,-122.1141298,37.3852183
Los Angeles / Orange County,1,Edchat,before,-117.8311428,33.7174708
Los Angeles | 30K Above,1,Edchat,before,-118.2436849,34.0522342
Los Angeles and Washington,1,Edchat,before,-118.2436849,34.0522342
"Los Angeles, CA & Atlanta, GA",1,Edchat,before,-118.2436849,34.0522342
"Los Angeles, Ca. USA",1,Edchat,before,-118.2436849,34.0522342
"Los Angeles, CA/New York, NY",1,Edchat,before,-74.0059728,40.7127753
"Los Angeles, USA",1,Edchat,before,-118.2436849,34.0522342
Los Angeles; Central TX,1,Edchat,before,-99.9018131,31.9685988
Los Angeles/Miami/NYC,1,Edchat,before,-74.0059728,40.7127753
Los Angeles/occupied Tovaangar,1,Edchat,before,-118.2436849,34.0522342
Los Estados Unidos,1,Edchat,before,-95.712891,37.09024
"Los Fresnos, TX",1,Edchat,before,-97.47637329999999,26.0717438
"Los Gatos, CA",1,Edchat,before,-121.9623751,37.2358078
"Los Lunas, New Mexico",1,Edchat,before,-106.7333599,34.806166
Lost in a Sea of Books,1,Edchat,before,NA,NA
Lots of Different Places,1,Edchat,before,NA,NA
"Loudonville, New York",1,Edchat,before,-73.7548424,42.7048009
"Loudoun Co., Virginia",1,Edchat,before,-77.6536125,39.076767
Loudoun County,1,Edchat,before,-77.6536125,39.076767
Loudoun County High School,1,Edchat,before,-77.5793228,39.1108589
Loudoun County VA,1,Edchat,before,-77.6536125,39.076767
"Loughborough, UK",1,Edchat,before,-1.206166,52.772099
"Louisa, KY",1,Edchat,before,-82.60321189999999,38.1142544
"LOUISA, VA",1,Edchat,before,-78.00416489999999,38.0251394
"Louisiana, America",1,Edchat,before,-91.96233269999999,30.9842977
Louisville Kentucky,1,Edchat,before,-85.7584557,38.2526647
"Louisville, Colorado USA",1,Edchat,before,-105.1319296,39.977763
"🅻🅾🆄🅸🆂🆅🅸🅻🅻🅴, 🅺🆈",1,Edchat,before,NA,NA
"Louisville, KY, USA",1,Edchat,before,-85.7584557,38.2526647
"Louisville,Ky",1,Edchat,before,-85.7584557,38.2526647
Love living in the Alice.,1,Edchat,before,NA,NA
Loveland High School,1,Edchat,before,-105.0911942,40.4203904
"Loveland, Colorado",1,Edchat,before,-105.0749801,40.3977612
"Loveland, Ohio",1,Edchat,before,-84.26382600000001,39.2689476
"Loves Park, IL",1,Edchat,before,-89.05816209999999,42.3200189
lower hudson valley ny,1,Edchat,before,-73.9612887,41.9209018
"Lower Hutt, NZ",1,Edchat,before,174.8996648,-41.212695
"Lower Merion, PA",1,Edchat,before,-75.2829046,40.0249667
"Lower Saxony, Germany",1,Edchat,before,9.8450765,52.6367036
Lowville NY,1,Edchat,before,-75.4918505,43.786736
"Luanda, Angola",1,Edchat,before,13.2301756,-8.8146556
Lubbock ISD,1,Edchat,before,-101.866362,33.5584345
"Lubbock, Texas",1,Edchat,before,-101.8551665,33.5778631
"Lubbock, Tx",1,Edchat,before,-101.8551665,33.5778631
LucianeCurator home,1,Edchat,before,NA,NA
"Lucknow, India",1,Edchat,before,80.94616599999999,26.8466937
"Luddenham, New South Wales",1,Edchat,before,150.6981022,-33.8659733
"Ludington, MI",1,Edchat,before,-86.4525831,43.9552825
"Lufkin/ Nacogdoches, Texas",1,Edchat,before,-94.7321127,31.3345562
Lugano,1,Edchat,before,8.951051999999999,46.0036778
"Lula, GA",1,Edchat,before,-83.66628539999999,34.3876013
Lumière’s alumnus.,1,Edchat,before,NA,NA
Lumine Simp,1,Edchat,before,NA,NA
"Lummi Nation, Pacific NW",1,Edchat,before,NA,NA
"Lumsden, SK",1,Edchat,before,-104.8675689,50.6462813
Lunde i Telemark,1,Edchat,before,9.107327,59.2977014
lutruwita,1,Edchat,before,NA,NA
"Luxor, Egypt",1,Edchat,before,32.6396357,25.6872431
"Lynbrook, NY",1,Edchat,before,-73.67179689999999,40.6548253
"Lynchburg, VA",1,Edchat,before,-79.14224639999999,37.4137536
"Lynchburg,VA",1,Edchat,before,-79.14224639999999,37.4137536
"Lynden, WA",1,Edchat,before,-122.4529469,48.9428018
"Lynden, Washington, USA",1,Edchat,before,-122.4529469,48.9428018
"Lyndonville, NY",1,Edchat,before,-78.3889138,43.3267241
lynnleasephd@gmail.com,1,Edchat,before,NA,NA
"Lynwood, California",1,Edchat,before,-118.2114603,33.930293
"Lyons, Illinois",1,Edchat,before,-87.8181128,41.8133651
MA United States,1,Edchat,before,-71.3824374,42.4072107
"MA, NC, OH, SC, TX",1,Edchat,before,NA,NA
"MA, USA",1,Edchat,before,-71.3824374,42.4072107
"Ma'ale Adumim, Israel",1,Edchat,before,35.297955,31.777369
"Maastricht, The Netherlands",1,Edchat,before,5.6909725,50.8513682
Macedonia,1,Edchat,before,21.745275,41.608635
"Macedonia, OH",1,Edchat,before,-81.50477719999999,41.3174524
Macedonija,1,Edchat,before,21.745275,41.608635
"Mackay, Queensland",1,Edchat,before,149.1868281,-21.1433971
"Mackay, Queensland, Australia",1,Edchat,before,149.1868281,-21.1433971
"Macomb, MI",1,Edchat,before,-82.92864279999999,42.6651965
"Macon, GA",1,Edchat,before,-83.6324022,32.8406946
Macquarie University Australia,1,Edchat,before,133.775136,-25.274398
"Madera, CA",1,Edchat,before,-120.0607176,36.9613356
"Madison Center, CT",1,Edchat,before,-72.5754149,41.2959908
"Madison Heights, MI",1,Edchat,before,-83.1052028,42.4858692
"Madison,  WI",1,Edchat,before,-89.4007501,43.0721661
"Madison, AL",1,Edchat,before,-86.74833180000002,34.6992579
"Madison, CT",1,Edchat,before,-72.5754149,41.2959908
"Madison, Indiana",1,Edchat,before,-85.37995769999999,38.7358933
"Madison, ME",1,Edchat,before,-69.8797486,44.7975466
"Madison, MS",1,Edchat,before,-90.1153638,32.4618086
"Madison, WI / Ho-Chunk Land",1,Edchat,before,-89.4007501,43.0721661
"Madisonville, LA",1,Edchat,before,-90.1570232,30.4043607
Madrid (España),1,Edchat,before,-3.7037902,40.4167754
Madrid y Alicante,1,Edchat,before,-3.7037902,40.4167754
"Madrid, NY, Houston",1,Edchat,before,-75.1325897,44.7483037
Madrid/Sdr,1,Edchat,before,-3.7037902,40.4167754
MadTown,1,Edchat,before,NA,NA
Madurai,1,Edchat,before,78.1197754,9.9252007
"Magnolia, Texas",1,Edchat,before,-95.75078150000002,30.2093794
"Magura ,Dhaka , Bangladesh",1,Edchat,before,90.374033,23.8138932
"Mahopac,NY",1,Edchat,before,-73.733465,41.372316
"Mahwah, NJ",1,Edchat,before,-74.1435843,41.0886216
mail: wdv.advies@gmail.com,1,Edchat,before,4.7602723,52.2551803
Main-Kinzig-Kreis,1,Edchat,before,9.289959099999999,50.2498702
Maine - The Way Life Should Be,1,Edchat,before,-69.4454689,45.253783
"Maine and Connecticut, USA",1,Edchat,before,-73.087749,41.6032207
Maine and Florida,1,Edchat,before,-81.5157535,27.6648274
Maine and Vermont,1,Edchat,before,-69.4454689,45.253783
"Maine East HS, Park Ridge, IL",1,Edchat,before,-87.8586582,42.0383867
Maine south high school,1,Edchat,before,-87.8522847,42.00137429999999
"Maine, US and Cambridge, UK",1,Edchat,before,-69.4454689,45.253783
"Maine, USA (ME!)",1,Edchat,before,-69.4454689,45.253783
mainly in Europe,1,Edchat,before,15.2551187,54.5259614
"Mainz, Germany",1,Edchat,before,8.2472526,49.9928617
Maitland (NSW),1,Edchat,before,151.5525086,-32.7315527
"Maitland, Florida",1,Edchat,before,-81.36312439999999,28.6277767
"Makati City, PH",1,Edchat,before,121.0244452,14.554729
"Makati City,Philippines",1,Edchat,before,121.0244452,14.554729
"Make A Difference, Inc.",1,Edchat,before,-82.1884602,28.3368145
Making lives more significant,1,Edchat,before,NA,NA
"Malang, Jawa Timur",1,Edchat,before,112.6326321,-7.9666204
"Malden, MO",1,Edchat,before,-89.9664798,36.5570028
Maldives,1,Edchat,before,73.22068,3.202778
Mallorca - Worldwide,1,Edchat,before,3.0175712,39.6952629
"Mallow, Co. Cork",1,Edchat,before,-8.6539164,52.13897619999999
"Malmö, Sweden",1,Edchat,before,13.003822,55.604981
"Malverne, NY",1,Edchat,before,-73.6740191,40.6789916
Mammoth Middle School,1,Edchat,before,-118.9608764,37.6408424
"Manahawkin, New Jersey",1,Edchat,before,-74.2587527,39.695397
"Manalapan,NJ",1,Edchat,before,-74.348582,40.2859203
"Manasquan, NJ",1,Edchat,before,-74.0376355,40.1136928
"Manati, Puerto Rico",1,Edchat,before,-66.4758583,18.433005
"Manatí, Puerto Rico",1,Edchat,before,-66.4758583,18.433005
Manchester UK World,1,Edchat,before,-2.2426305,53.4807593
"Manchester-by-the-Sea, MA",1,Edchat,before,-70.7675967,42.577834
"Manchester, New Hampshire",1,Edchat,before,-71.4547891,42.9956397
